;Nome DP;Natureza;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez;Total;LatW;LongW
1138;050 DP - Itaim Paulista;LATROCÍNIO;0,0;0,0;0,0;0;0,0;1,0;0,0;0,0;0;...;...;...;1,0;-23,5042;-46,3969
1139;050 DP - Itaim Paulista;Nº DE VÍTIMAS EM LATROCÍNIO;0,0;0,0;0,0;0;0,0;1,0;0,0;0,0;0;...;...;...;1,0;-23,5042;-46,3969
1140;050 DP - Itaim Paulista;TOTAL DE ESTUPRO (4);4,0;3,0;5,0;4;7,0;3,0;5,0;5,0;5;...;...;...;41,0;-23,5042;-46,3969
1141;050 DP - Itaim Paulista;ESTUPRO;1,0;2,0;2,0;1;2,0;1,0;1,0;1,0;2;...;...;...;13,0;-23,5042;-46,3969
1142;050 DP - Itaim Paulista;ESTUPRO DE VULNERÁVEL;3,0;1,0;3,0;3;5,0;2,0;4,0;4,0;3;...;...;...;28,0;-23,5042;-46,3969
1143;050 DP - Itaim Paulista;TOTAL DE ROUBO - OUTROS (1);237,0;192,0;239,0;251;243,0;249,0;232,0;235,0;229;...;...;...;2,107;-23,5042;-46,3969
1144;050 DP - Itaim Paulista;ROUBO - OUTROS;236,0;189,0;238,0;251;243,0;249,0;232,0;234,0;227;...;...;...;2,099;-23,5042;-46,3969
1145;050 DP - Itaim Paulista;ROUBO DE VEÍCULO;53,0;44,0;42,0;56;57,0;49,0;29,0;38,0;34;...;...;...;402,0;-23,5042;-46,3969
1146;050 DP - Itaim Paulista;ROUBO A BANCO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,5042;-46,3969
1147;050 DP - Itaim Paulista;ROUBO DE CARGA;1,0;3,0;1,0;0;0,0;0,0;0,0;1,0;2;...;...;...;8,0;-23,5042;-46,3969
1148;050 DP - Itaim Paulista;FURTO - OUTROS;225,0;206,0;243,0;196;248,0;195,0;256,0;230,0;256;...;...;...;2,055;-23,5042;-46,3969
1149;050 DP - Itaim Paulista;FURTO DE VEÍCULO;39,0;41,0;44,0;27;45,0;42,0;41,0;37,0;34;...;...;...;350,0;-23,5042;-46,3969
1150;051 DP - Butantã;HOMICÍDIO DOLOSO (2);0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,5718;-46,7227
1151;051 DP - Butantã;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,5718;-46,7227
1152;051 DP - Butantã;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,5718;-46,7227
1153;051 DP - Butantã;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,5718;-46,7227
1154;051 DP - Butantã;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0,0;0,0;0,0;0;0,0;1,0;0,0;1,0;0;...;...;...;2,0;-23,5718;-46,7227
1155;051 DP - Butantã;HOMICÍDIO CULPOSO OUTROS;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,5718;-46,7227
1156;051 DP - Butantã;TENTATIVA DE HOMICÍDIO;0,0;0,0;0,0;1;0,0;0,0;1,0;0,0;0;...;...;...;2,0;-23,5718;-46,7227
1157;051 DP - Butantã;LESÃO CORPORAL SEGUIDA DE MORTE;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,5718;-46,7227
1158;051 DP - Butantã;LESÃO CORPORAL DOLOSA;29,0;21,0;18,0;20;20,0;8,0;15,0;20,0;22;...;...;...;173,0;-23,5718;-46,7227
1159;051 DP - Butantã;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;16,0;6,0;10,0;10;14,0;6,0;20,0;15,0;13;...;...;...;110,0;-23,5718;-46,7227
1160;051 DP - Butantã;LESÃO CORPORAL CULPOSA - OUTRAS;1,0;0,0;0,0;2;1,0;0,0;0,0;1,0;1;...;...;...;6,0;-23,5718;-46,7227
1161;051 DP - Butantã;LATROCÍNIO;0,0;0,0;1,0;0;0,0;0,0;0,0;2,0;0;...;...;...;3,0;-23,5718;-46,7227
1162;051 DP - Butantã;Nº DE VÍTIMAS EM LATROCÍNIO;0,0;0,0;1,0;0;0,0;0,0;0,0;3,0;0;...;...;...;4,0;-23,5718;-46,7227
1163;051 DP - Butantã;TOTAL DE ESTUPRO (4);2,0;2,0;0,0;1;4,0;1,0;1,0;2,0;3;...;...;...;16,0;-23,5718;-46,7227
1164;051 DP - Butantã;ESTUPRO;1,0;2,0;0,0;0;1,0;0,0;1,0;1,0;3;...;...;...;9,0;-23,5718;-46,7227
1165;051 DP - Butantã;ESTUPRO DE VULNERÁVEL;1,0;0,0;0,0;1;3,0;1,0;0,0;1,0;0;...;...;...;7,0;-23,5718;-46,7227
1166;051 DP - Butantã;TOTAL DE ROUBO - OUTROS (1);155,0;109,0;127,0;120;113,0;125,0;154,0;101,0;116;...;...;...;1,12;-23,5718;-46,7227
1167;051 DP - Butantã;ROUBO - OUTROS;154,0;109,0;122,0;119;111,0;124,0;151,0;98,0;115;...;...;...;1,103;-23,5718;-46,7227
1168;051 DP - Butantã;ROUBO DE VEÍCULO;25,0;18,0;14,0;22;27,0;17,0;17,0;15,0;14;...;...;...;169,0;-23,5718;-46,7227
1169;051 DP - Butantã;ROUBO A BANCO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,5718;-46,7227
1170;051 DP - Butantã;ROUBO DE CARGA;1,0;0,0;5,0;1;2,0;1,0;3,0;3,0;1;...;...;...;17,0;-23,5718;-46,7227
1171;051 DP - Butantã;FURTO - OUTROS;137,0;130,0;156,0;147;157,0;147,0;131,0;174,0;160;...;...;...;1,339;-23,5718;-46,7227
1172;051 DP - Butantã;FURTO DE VEÍCULO;12,0;18,0;13,0;22;21,0;17,0;17,0;15,0;13;...;...;...;148,0;-23,5718;-46,7227
1173;052 DP - Parque São Jorge;HOMICÍDIO DOLOSO (2);0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,5367;-46,5664
1174;052 DP - Parque São Jorge;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,5367;-46,5664
1175;052 DP - Parque São Jorge;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,5367;-46,5664
1176;052 DP - Parque São Jorge;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,5367;-46,5664
1177;052 DP - Parque São Jorge;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;1,0;0,0;0,0;0;0,0;0,0;1,0;0,0;0;...;...;...;2,0;-23,5367;-46,5664
1178;052 DP - Parque São Jorge;HOMICÍDIO CULPOSO OUTROS;0,0;0,0;0,0;0;0,0;0,0;1,0;0,0;0;...;...;...;1,0;-23,5367;-46,5664
1179;052 DP - Parque São Jorge;TENTATIVA DE HOMICÍDIO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,5367;-46,5664
1180;052 DP - Parque São Jorge;LESÃO CORPORAL SEGUIDA DE MORTE;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,5367;-46,5664
1181;052 DP - Parque São Jorge;LESÃO CORPORAL DOLOSA;11,0;9,0;5,0;9;0,0;10,0;7,0;17,0;8;...;...;...;76,0;-23,5367;-46,5664
1182;052 DP - Parque São Jorge;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;3,0;7,0;0,0;2;2,0;9,0;7,0;13,0;10;...;...;...;53,0;-23,5367;-46,5664
1183;052 DP - Parque São Jorge;LESÃO CORPORAL CULPOSA - OUTRAS;1,0;1,0;2,0;3;0,0;1,0;0,0;1,0;0;...;...;...;9,0;-23,5367;-46,5664
1184;052 DP - Parque São Jorge;LATROCÍNIO;0,0;0,0;0,0;0;0,0;0,0;0,0;1,0;0;...;...;...;1,0;-23,5367;-46,5664
1185;052 DP - Parque São Jorge;Nº DE VÍTIMAS EM LATROCÍNIO;0,0;0,0;0,0;0;0,0;0,0;0,0;1,0;0;...;...;...;1,0;-23,5367;-46,5664
1186;052 DP - Parque São Jorge;TOTAL DE ESTUPRO (4);3,0;1,0;1,0;0;3,0;0,0;0,0;0,0;2;...;...;...;10,0;-23,5367;-46,5664
1187;052 DP - Parque São Jorge;ESTUPRO;1,0;1,0;0,0;0;1,0;0,0;0,0;0,0;1;...;...;...;4,0;-23,5367;-46,5664
1188;052 DP - Parque São Jorge;ESTUPRO DE VULNERÁVEL;2,0;0,0;1,0;0;2,0;0,0;0,0;0,0;1;...;...;...;6,0;-23,5367;-46,5664
1189;052 DP - Parque São Jorge;TOTAL DE ROUBO - OUTROS (1);38,0;35,0;52,0;54;46,0;72,0;72,0;51,0;62;...;...;...;482,0;-23,5367;-46,5664
1190;052 DP - Parque São Jorge;ROUBO - OUTROS;37,0;34,0;50,0;51;41,0;71,0;67,0;50,0;61;...;...;...;462,0;-23,5367;-46,5664
1191;052 DP - Parque São Jorge;ROUBO DE VEÍCULO;2,0;4,0;4,0;4;3,0;5,0;1,0;1,0;1;...;...;...;25,0;-23,5367;-46,5664
1192;052 DP - Parque São Jorge;ROUBO A BANCO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,5367;-46,5664
1193;052 DP - Parque São Jorge;ROUBO DE CARGA;1,0;1,0;2,0;3;5,0;1,0;5,0;1,0;1;...;...;...;20,0;-23,5367;-46,5664
1194;052 DP - Parque São Jorge;FURTO - OUTROS;132,0;161,0;163,0;227;203,0;196,0;186,0;219,0;179;...;...;...;1,666;-23,5367;-46,5664
1195;052 DP - Parque São Jorge;FURTO DE VEÍCULO;26,0;32,0;32,0;40;51,0;47,0;26,0;52,0;27;...;...;...;333,0;-23,5367;-46,5664
1196;053 DP - Parque do Carmo;HOMICÍDIO DOLOSO (2);3,0;1,0;1,0;0;0,0;1,0;0,0;0,0;0;...;...;...;6,0;-23,5695;-46,4607
1197;053 DP - Parque do Carmo;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);3,0;1,0;1,0;0;0,0;1,0;0,0;0,0;0;...;...;...;6,0;-23,5695;-46,4607
1198;053 DP - Parque do Carmo;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,5695;-46,4607
1199;053 DP - Parque do Carmo;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,5695;-46,4607
1200;053 DP - Parque do Carmo;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;1,0;0,0;0,0;1;0,0;1,0;0,0;0,0;0;...;...;...;3,0;-23,5695;-46,4607
1201;053 DP - Parque do Carmo;HOMICÍDIO CULPOSO OUTROS;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,5695;-46,4607
1202;053 DP - Parque do Carmo;TENTATIVA DE HOMICÍDIO;0,0;0,0;0,0;2;0,0;0,0;1,0;2,0;1;...;...;...;6,0;-23,5695;-46,4607
1203;053 DP - Parque do Carmo;LESÃO CORPORAL SEGUIDA DE MORTE;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,5695;-46,4607
1204;053 DP - Parque do Carmo;LESÃO CORPORAL DOLOSA;32,0;22,0;26,0;29;30,0;18,0;18,0;18,0;29;...;...;...;222,0;-23,5695;-46,4607
1205;053 DP - Parque do Carmo;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;13,0;12,0;19,0;15;11,0;14,0;10,0;11,0;9;...;...;...;114,0;-23,5695;-46,4607
1206;053 DP - Parque do Carmo;LESÃO CORPORAL CULPOSA - OUTRAS;0,0;0,0;1,0;1;0,0;1,0;0,0;0,0;1;...;...;...;4,0;-23,5695;-46,4607
1207;053 DP - Parque do Carmo;LATROCÍNIO;0,0;1,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;1,0;-23,5695;-46,4607
1208;053 DP - Parque do Carmo;Nº DE VÍTIMAS EM LATROCÍNIO;0,0;2,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;2,0;-23,5695;-46,4607
1209;053 DP - Parque do Carmo;TOTAL DE ESTUPRO (4);4,0;4,0;3,0;1;2,0;0,0;2,0;3,0;1;...;...;...;20,0;-23,5695;-46,4607
1210;053 DP - Parque do Carmo;ESTUPRO;2,0;1,0;0,0;0;1,0;0,0;0,0;0,0;0;...;...;...;4,0;-23,5695;-46,4607
1211;053 DP - Parque do Carmo;ESTUPRO DE VULNERÁVEL;2,0;3,0;3,0;1;1,0;0,0;2,0;3,0;1;...;...;...;16,0;-23,5695;-46,4607
1212;053 DP - Parque do Carmo;TOTAL DE ROUBO - OUTROS (1);124,0;91,0;98,0;88;79,0;126,0;120,0;112,0;100;...;...;...;938,0;-23,5695;-46,4607
1213;053 DP - Parque do Carmo;ROUBO - OUTROS;123,0;86,0;91,0;84;76,0;124,0;114,0;112,0;97;...;...;...;907,0;-23,5695;-46,4607
1214;053 DP - Parque do Carmo;ROUBO DE VEÍCULO;32,0;21,0;21,0;29;36,0;28,0;35,0;34,0;40;...;...;...;276,0;-23,5695;-46,4607
1215;053 DP - Parque do Carmo;ROUBO A BANCO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,5695;-46,4607
1216;053 DP - Parque do Carmo;ROUBO DE CARGA;1,0;5,0;7,0;4;3,0;2,0;6,0;0,0;3;...;...;...;31,0;-23,5695;-46,4607
1217;053 DP - Parque do Carmo;FURTO - OUTROS;138,0;120,0;107,0;118;125,0;125,0;111,0;97,0;93;...;...;...;1,034;-23,5695;-46,4607
1218;053 DP - Parque do Carmo;FURTO DE VEÍCULO;45,0;42,0;37,0;30;41,0;43,0;53,0;51,0;51;...;...;...;393,0;-23,5695;-46,4607
1219;054 DP - Cidade Tiradentes;HOMICÍDIO DOLOSO (2);1,0;3,0;1,0;2;0,0;2,0;2,0;0,0;3;...;...;...;14,0;-23,6072;-46,4012
1220;054 DP - Cidade Tiradentes;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);1,0;3,0;1,0;2;0,0;2,0;2,0;0,0;3;...;...;...;14,0;-23,6072;-46,4012
1221;054 DP - Cidade Tiradentes;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,6072;-46,4012
1222;054 DP - Cidade Tiradentes;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,6072;-46,4012
1223;054 DP - Cidade Tiradentes;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;1,0;2,0;0,0;0;1,0;1,0;1,0;1,0;0;...;...;...;7,0;-23,6072;-46,4012
1224;054 DP - Cidade Tiradentes;HOMICÍDIO CULPOSO OUTROS;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,6072;-46,4012
1225;054 DP - Cidade Tiradentes;TENTATIVA DE HOMICÍDIO;1,0;1,0;2,0;3;0,0;1,0;1,0;1,0;2;...;...;...;12,0;-23,6072;-46,4012
1226;054 DP - Cidade Tiradentes;LESÃO CORPORAL SEGUIDA DE MORTE;0,0;0,0;0,0;0;0,0;1,0;0,0;0,0;0;...;...;...;1,0;-23,6072;-46,4012
1227;054 DP - Cidade Tiradentes;LESÃO CORPORAL DOLOSA;40,0;50,0;36,0;35;38,0;34,0;39,0;25,0;34;...;...;...;331,0;-23,6072;-46,4012
1228;054 DP - Cidade Tiradentes;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;6,0;12,0;9,0;7;5,0;11,0;9,0;6,0;14;...;...;...;79,0;-23,6072;-46,4012
1229;054 DP - Cidade Tiradentes;LESÃO CORPORAL CULPOSA - OUTRAS;1,0;1,0;0,0;1;0,0;0,0;0,0;0,0;2;...;...;...;5,0;-23,6072;-46,4012
1230;054 DP - Cidade Tiradentes;LATROCÍNIO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;1;...;...;...;1,0;-23,6072;-46,4012
1231;054 DP - Cidade Tiradentes;Nº DE VÍTIMAS EM LATROCÍNIO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;1;...;...;...;1,0;-23,6072;-46,4012
1232;054 DP - Cidade Tiradentes;TOTAL DE ESTUPRO (4);5,0;2,0;2,0;7;2,0;4,0;4,0;2,0;4;...;...;...;32,0;-23,6072;-46,4012
1233;054 DP - Cidade Tiradentes;ESTUPRO;1,0;0,0;0,0;2;0,0;0,0;1,0;1,0;0;...;...;...;5,0;-23,6072;-46,4012
1234;054 DP - Cidade Tiradentes;ESTUPRO DE VULNERÁVEL;4,0;2,0;2,0;5;2,0;4,0;3,0;1,0;4;...;...;...;27,0;-23,6072;-46,4012
1235;054 DP - Cidade Tiradentes;TOTAL DE ROUBO - OUTROS (1);181,0;105,0;100,0;116;118,0;137,0;124,0;128,0;110;...;...;...;1,119;-23,6072;-46,4012
1236;054 DP - Cidade Tiradentes;ROUBO - OUTROS;176,0;105,0;97,0;110;113,0;130,0;118,0;123,0;105;...;...;...;1,077;-23,6072;-46,4012
1237;054 DP - Cidade Tiradentes;ROUBO DE VEÍCULO;29,0;37,0;39,0;26;36,0;18,0;14,0;20,0;21;...;...;...;240,0;-23,6072;-46,4012
1238;054 DP - Cidade Tiradentes;ROUBO A BANCO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,6072;-46,4012
1239;054 DP - Cidade Tiradentes;ROUBO DE CARGA;5,0;0,0;3,0;6;5,0;7,0;6,0;5,0;5;...;...;...;42,0;-23,6072;-46,4012
1240;054 DP - Cidade Tiradentes;FURTO - OUTROS;117,0;98,0;78,0;100;96,0;93,0;110,0;105,0;80;...;...;...;877,0;-23,6072;-46,4012
1241;054 DP - Cidade Tiradentes;FURTO DE VEÍCULO;18,0;25,0;30,0;31;30,0;23,0;20,0;26,0;22;...;...;...;225,0;-23,6072;-46,4012
1242;055 DP - Parque São Rafael;HOMICÍDIO DOLOSO (2);0,0;0,0;0,0;1;1,0;3,0;2,0;0,0;3;...;...;...;10,0;-23,6236;-46,4708
1243;055 DP - Parque São Rafael;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0,0;0,0;0,0;1;1,0;3,0;2,0;0,0;3;...;...;...;10,0;-23,6236;-46,4708
1244;055 DP - Parque São Rafael;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,6236;-46,4708
1245;055 DP - Parque São Rafael;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,6236;-46,4708
1246;055 DP - Parque São Rafael;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;1,0;0,0;2,0;0;3,0;1,0;0,0;0,0;0;...;...;...;7,0;-23,6236;-46,4708
1247;055 DP - Parque São Rafael;HOMICÍDIO CULPOSO OUTROS;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,6236;-46,4708
1248;055 DP - Parque São Rafael;TENTATIVA DE HOMICÍDIO;2,0;0,0;0,0;2;0,0;1,0;1,0;1,0;0;...;...;...;7,0;-23,6236;-46,4708
1249;055 DP - Parque São Rafael;LESÃO CORPORAL SEGUIDA DE MORTE;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,6236;-46,4708
1250;055 DP - Parque São Rafael;LESÃO CORPORAL DOLOSA;28,0;27,0;14,0;13;24,0;20,0;13,0;25,0;23;...;...;...;187,0;-23,6236;-46,4708
1251;055 DP - Parque São Rafael;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;7,0;8,0;6,0;4;6,0;5,0;6,0;9,0;5;...;...;...;56,0;-23,6236;-46,4708
1252;055 DP - Parque São Rafael;LESÃO CORPORAL CULPOSA - OUTRAS;0,0;0,0;2,0;0;0,0;0,0;2,0;3,0;0;...;...;...;7,0;-23,6236;-46,4708
1253;055 DP - Parque São Rafael;LATROCÍNIO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,6236;-46,4708
1254;055 DP - Parque São Rafael;Nº DE VÍTIMAS EM LATROCÍNIO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,6236;-46,4708
1255;055 DP - Parque São Rafael;TOTAL DE ESTUPRO (4);1,0;3,0;0,0;2;3,0;1,0;1,0;3,0;2;...;...;...;16,0;-23,6236;-46,4708
1256;055 DP - Parque São Rafael;ESTUPRO;0,0;0,0;0,0;0;1,0;0,0;0,0;1,0;1;...;...;...;3,0;-23,6236;-46,4708
1257;055 DP - Parque São Rafael;ESTUPRO DE VULNERÁVEL;1,0;3,0;0,0;2;2,0;1,0;1,0;2,0;1;...;...;...;13,0;-23,6236;-46,4708
1258;055 DP - Parque São Rafael;TOTAL DE ROUBO - OUTROS (1);97,0;100,0;92,0;102;89,0;129,0;102,0;140,0;102;...;...;...;953,0;-23,6236;-46,4708
1259;055 DP - Parque São Rafael;ROUBO - OUTROS;91,0;97,0;89,0;99;88,0;128,0;102,0;138,0;101;...;...;...;933,0;-23,6236;-46,4708
1260;055 DP - Parque São Rafael;ROUBO DE VEÍCULO;48,0;32,0;42,0;37;52,0;44,0;33,0;26,0;24;...;...;...;338,0;-23,6236;-46,4708
1261;055 DP - Parque São Rafael;ROUBO A BANCO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,6236;-46,4708
1262;055 DP - Parque São Rafael;ROUBO DE CARGA;6,0;3,0;3,0;3;1,0;1,0;0,0;2,0;1;...;...;...;20,0;-23,6236;-46,4708
1263;055 DP - Parque São Rafael;FURTO - OUTROS;78,0;80,0;94,0;128;89,0;88,0;129,0;91,0;98;...;...;...;875,0;-23,6236;-46,4708
1264;055 DP - Parque São Rafael;FURTO DE VEÍCULO;22,0;17,0;21,0;22;18,0;19,0;24,0;29,0;24;...;...;...;196,0;-23,6236;-46,4708
1265;056 DP - Vila Alpina;HOMICÍDIO DOLOSO (2);0,0;1,0;2,0;0;0,0;0,0;0,0;0,0;0;...;...;...;3,0;-23,5935;-46,5676
1266;056 DP - Vila Alpina;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0,0;1,0;2,0;0;0,0;0,0;0,0;0,0;0;...;...;...;3,0;-23,5935;-46,5676
1267;056 DP - Vila Alpina;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,5935;-46,5676
1268;056 DP - Vila Alpina;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,5935;-46,5676
1269;056 DP - Vila Alpina;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;1;...;...;...;1,0;-23,5935;-46,5676
1270;056 DP - Vila Alpina;HOMICÍDIO CULPOSO OUTROS;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,5935;-46,5676
1271;056 DP - Vila Alpina;TENTATIVA DE HOMICÍDIO;1,0;1,0;1,0;0;0,0;0,0;0,0;0,0;0;...;...;...;3,0;-23,5935;-46,5676
1272;056 DP - Vila Alpina;LESÃO CORPORAL SEGUIDA DE MORTE;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,5935;-46,5676
1273;056 DP - Vila Alpina;LESÃO CORPORAL DOLOSA;13,0;16,0;13,0;24;9,0;16,0;20,0;14,0;10;...;...;...;135,0;-23,5935;-46,5676
1274;056 DP - Vila Alpina;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;10,0;7,0;11,0;13;16,0;13,0;10,0;14,0;9;...;...;...;103,0;-23,5935;-46,5676
1275;056 DP - Vila Alpina;LESÃO CORPORAL CULPOSA - OUTRAS;2,0;0,0;1,0;0;2,0;0,0;0,0;0,0;0;...;...;...;5,0;-23,5935;-46,5676
1276;056 DP - Vila Alpina;LATROCÍNIO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,5935;-46,5676
1277;056 DP - Vila Alpina;Nº DE VÍTIMAS EM LATROCÍNIO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,5935;-46,5676
1278;056 DP - Vila Alpina;TOTAL DE ESTUPRO (4);0,0;0,0;0,0;2;0,0;0,0;0,0;2,0;1;...;...;...;5,0;-23,5935;-46,5676
1279;056 DP - Vila Alpina;ESTUPRO;0,0;0,0;0,0;1;0,0;0,0;0,0;0,0;0;...;...;...;1,0;-23,5935;-46,5676
1280;056 DP - Vila Alpina;ESTUPRO DE VULNERÁVEL;0,0;0,0;0,0;1;0,0;0,0;0,0;2,0;1;...;...;...;4,0;-23,5935;-46,5676
1281;056 DP - Vila Alpina;TOTAL DE ROUBO - OUTROS (1);101,0;93,0;78,0;101;77,0;110,0;131,0;101,0;127;...;...;...;919,0;-23,5935;-46,5676
1282;056 DP - Vila Alpina;ROUBO - OUTROS;101,0;90,0;78,0;98;74,0;107,0;128,0;100,0;124;...;...;...;900,0;-23,5935;-46,5676
1283;056 DP - Vila Alpina;ROUBO DE VEÍCULO;20,0;19,0;20,0;9;20,0;25,0;11,0;13,0;10;...;...;...;147,0;-23,5935;-46,5676
1284;056 DP - Vila Alpina;ROUBO A BANCO;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,5935;-46,5676
1285;056 DP - Vila Alpina;ROUBO DE CARGA;0,0;3,0;0,0;3;3,0;3,0;3,0;1,0;3;...;...;...;19,0;-23,5935;-46,5676
1286;056 DP - Vila Alpina;FURTO - OUTROS;162,0;126,0;150,0;152;131,0;134,0;92,0;122,0;86;...;...;...;1,155;-23,5935;-46,5676
1287;056 DP - Vila Alpina;FURTO DE VEÍCULO;49,0;42,0;49,0;92;74,0;56,0;57,0;40,0;65;...;...;...;524,0;-23,5935;-46,5676
1288;057 DP - Parque da Moóca;HOMICÍDIO DOLOSO (2);0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,5686;-46,5844
1289;057 DP - Parque da Moóca;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0;...;...;...;0,0;-23,5686;-46,5844
